description,name,privilege_id,code,app_id,effective_start_date,effective_end_date
PermissionSet to DELETE for PartnerAccounts_c WorkArea,DELETE PartnerAccounts_c (WorkArea),300000139142942,MOO_DELETE_PARTNERACCOUNTS_C_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows overrides of the accounted amount when entering journals.,Override Journal Accounted Amount,300000139142708,GL_OVERRIDE_ACCOUNTED_AMOUNT_IN_JOURNAL_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows creation of suppliers.,Create Supplier,300000139142709,POZ_CREATE_SUPPLIER_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows submission of the Asset Retirements report, which displays all the asset retirements performed during the specified periods.",Submit Fixed Asset Retirements Report,300000139143172,FA_SUBMIT_FIXED_ASSET_RETIREMENTS_REPORT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows review of the subledger account rule.,Review Subledger Account Rule,300000139143217,XLA_REVIEW_SUBLEDGER_ACCOUNT_RULE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
View Payroll Payment Transactions,View Payroll Payment Transactions,300000139143014,PAY_VIEW_PAYMENT_TRANSACTIONS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows creating and updating of recurring revenue schedules. Recurring revenue items are those that re-occur over time, such as service contracts.",Manage Opportunity Revenue Recurrences,300000139143088,MOO_MANAGE_OPPORTUNITY_REVENUE_RECURRENCES_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,Create Withholding Tax Rate,300000139143242,ZX_CREATE_WHT_TAX_RATE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows updating a sales group members,Update Sales Group Members,300000139143016,ZCM_UPDATE_SALES_GROUP_MEMBERS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows projection of incentive compensation earning.,Project Incentive Compensation Commission Line,300000139143037,CN_PROJECT_INCENTIVE_COMPENSATION_COMMISSION_LINE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows rejection of incentive compensation worksheet that contains the payable commission, draw and recovery, and payment adjustments for a single eligible participant.",Delete Incentive Compensation Paysheet,300000139143307,CN_DELETE_INCENTIVE_COMPENSATION_PAYSHEET_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows the submission of organization merge requests.,Submit Organization Merge Request,300000139143152,HZ_SUBMIT_ORGANIZATION_MERGE_REQUEST_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows submission of turnover declaration closure process.,Run Turnover Declaration Closure Process,300000139143266,JE_RUN_TURNOVER_DECLARATION_CLOSURE_PROCESS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows the invocation of location web services. If assigning, also assign the ability to view the trading community location.",Enter Trading Community Location,300000139143017,HZ_ENTER_TRADING_COMMUNITY_LOCATION_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows management of worker data model,Extract Worker Model Details,300000139143063,PER_EXTRACT_WORKER_MODEL_DETAILS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Generate voucher numbers for China.,Generate Voucher Numbers for China,300000143860820,JA_CN_GN_VOUCHER_NUM_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
PermissionSet to READ for StrategicAccountPlan_c WorkArea,READ StrategicAccountPlan_c (WorkArea),300000139143153,HZ_READ_STRATEGICACCOUNTPLAN_C_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows access to product dashboard.,Monitor Item Dashboard,300000139143040,EGP_MONITOR_ITEM_DASHBOARD_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,Create Withholding Tax Processing Options,300000139143091,ZX_CREATE_WHT_TAX_PROCESSING_OPTIONS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows mass creation of legal entity HCM information.,Mass Create Legal Entity HCM Information,300000139143154,PER_MASS_CREATE_LEGAL_ENITY_HCM_INFORMATION_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows users to extend the close date of a negotiation.,Extend Supplier Negotiation,300000139143177,PON_EXTEND_SUPPLIER_NEGOTIATION_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows viewing marketing source codes that represent a combination of treatment, segment or list, and marketing campaign.",View Marketing Source Code,300000139143247,MKT_VIEW_MARKETING_SOURCE_CODE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,Search Trading Community Organization Address,300000139143269,HZ_SEARCH_TRADING_COMMUNITY_ORGANIZATION_ADDRESS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows update of tax statuses that you need for each tax that you create for a combination of tax regime, tax, and configuration owner.",Update Tax Status,300000139143293,ZX_UPDATE_TAX_STATUS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of the All Parties tab in customer picker,View All Parties,300000139143112,ZCM_VIEW_ALL_PARTY_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows tracking of participant feedback status.,Track Participant Feedback Status,300000139143133,HRA_TRACK_PARTICIPANT_FEEDBACK_STATUS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows the user to update their citizenship information.,Manage Person Citizenship,300000139143134,PER_MANAGE_PERSON_CITIZENSHIP_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows access to the project contract revenue service to view project contract revenue using a service.,Manage Project Contract Revenue Service,300000173321599,PJB_MANAGE_PROJECT_CONTRACT_REVENUE_SERVICE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
View and update staged inventory transactions using a web service.,Manage Staged Inventory Transaction Web Service,300000173321363,INV_MANAGE_STAGED_INVENTORY_TRANSACTION_WEB_SERVICE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Review completed inventory transactions using a web service.,Review Completed Inventory Transaction Web Service,300000173321507,INV_REVIEW_COMPLETED_INVENTORY_TRANSACTION_WEB_SERVICE_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Pay outstanding student charges on self service.,Create Self-Service Payment,300000173321533,HES_CREATE_SELF_SERVICE_PAYMENT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
View student enrollment in self service.,View Self-Service Student Enrollment,300000173321368,HER_VIEW_SELF_SERVICE_STUDENT_ENROLLMENT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
View transaction references for payments through third-party service providers.,View Transaction References,300000191774218,HES_VIEW_TRANSACTION_REFERENCES_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows users to export data in Workspace,Export Workspace Data,300000191774176,ZCA_WORKSPACE_EXPORT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows updating of assigned tasks and checklists statuses.,Update Task and Checklist Assignments,300000200962826,HEY_UPDATE_TASK_AND_CHECKLIST_ASSIGNMENTS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows read and view access to Smart Actions Framework data.,View Smart Actions,300000200962827,ZCA_VIEW_SMART_ACTIONS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of academic period sequences.,View Academic Period Sequences,300000200962900,HER_VIEW_ACADEMIC_PERIOD_SEQUENCES_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows deleting sales goals.,Delete Sales Goals,300000200962902,ZCA_DELETE_SALES_GOALS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows access to the publish change order action,Publish Change Order,300000200962928,ACA_PUBLISH_CHANGE_ORDER_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows access to view feeds.,Access Feed View,300000200962808,ORA_ZCA_ACCESS_VIEW_FEEDS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows creating sales contests.,Create Sales Contests,300000200962810,ZCA_CREATE_SALES_CONTESTS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows updating sales contests.,Update Sales Contests,300000200962907,ZCA_UPDATE_SALES_CONTESTS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing navigator metadata information,View Navigator Menu,300000200962932,ORA_ZCA_VIEW_NAVIGATOR_MENU_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allow viewing of the Digital Sales application,View Digital Sales,300000200962982,ZCA_VIEW_DIGITAL_SALES_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows updating sales goals.,Update Sales Goals,300000200962836,ZCA_UPDATE_SALES_GOALS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows creating sales goals.,Create Sales Goals,300000200962914,ZCA_CREATE_SALES_GOALS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing and grouping all functional navigation flows across channels into a single name,View Named Routes,300000200962938,ORA_ZCA_GET_NAMED_ROUTES_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing sales goals.,View Sales Goals,300000200962819,ZCA_VIEW_SALES_GOALS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows deleting sales contests.,Delete Sales Contests,300000200962965,ZCA_DELETE_SALES_CONTESTS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows access to the sensingAgent REST service for the Oracle Assistant component embedded in Oracle Inside Sales application,View Sensing Agent,300000200962821,ZCA_VIEW_SENSING_AGENT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing sales contests.,View Sales Contests,300000200962869,ZCA_VIEW_SALES_CONTESTS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allow read, create and update of recent items information",Manage Application Metrics,300000200962845,ORA_ZCA_MANAGE_APPLICATION_METRICS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows managing the primary or multiple addresses of an account,Manage Address,300000152245842,ZCM_MANAGE_ORGANIZATION_ADDRESS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Privilege enables user to review costs of development items.,View Development Item Costs,300000152246155,ACA_VIEW_DEVELOPMENT_ITEM_COSTS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows management of  the omnichannel availability for new work, presence menu and indicator.",Manage Omnichannel Presence and Availability,300000152246157,SVC_MANAGE_OMNICHANNEL_PRESENCE_AND_AVAILABILITY_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing the primary or multiple addresses of an account,View Address,300000152246188,ZCM_VIEW_ORGANIZATION_ADDRESS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows administration of all sandboxes.,Administer Sandbox,300000152246207,FND_ADMINISTER_SANDBOX_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows access to the partner media toolbar,Access Partner Media Toolbar,300000152245854,SVC_ACCESS_PARTNER_MEDIA_TOOLBAR_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows access to view change history.,View Change History,300000269993384,EGO_VIEW_CHANGE_HISTORY_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows access to the product management search page to search for change order, change request, problem report, and corrective action workflows.",Access Product Management Change Search,300000269993407,EGO_VIEW_PRODUCT_MANAGEMENT_CHANGE_SEARCH_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows creation, modification, and deletion of the User Pages through UI pages or REST service calls",Manage Users Page Personalization,300000271385728,ORA_ZCA_MANAGE_PPERZ_USER_PAGES_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows the view of Page Personalization Layouts through UI pages or REST service calls,View Page Personalization Layouts,300000271385773,ORA_ZCA_VIEW_PPERZ_PAGE_LAYOUT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows users to use generative ai features,Use Generative AI Features in Sales,300000271385841,ZCA_USE_GENAI_IN_SALES_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows access to structure component and item attributes that are available for indexing, using a REST service.",Access Structure Attributes for Indexing Using REST,300000268913356,EGP_GET_PM_STRUCTURE_AVAIL_REST_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Permits access to retrieve component data for item structures using REST services.,Access Item Structure Data Using a REST Service,300000268913428,EGP_GET_ITEM_STRUCTURE_REST_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of recommended products,View Recommended Products,300000258767656,ZCA_VIEW_RECOMMENDED_PRODUCTS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Permits access to retrieve relationship data for Product Development objects using REST services,Access Relationships for Product Development Objects Using a REST Service,300000268913361,ACA_GET_PRODUCT_DEVELOPMENT_REL_REST_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of Express Report Definitions,View Express Report Definitions,300000258767720,ORA_ZCA_VIEW_SRT_REPORT_DEFS_DATA_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of Express Report Types,View Express Report Types,300000258767639,ORA_ZCA_VIEW_SRT_REPORT_TYPES_DATA_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows viewing of various lists, visualizations and other relevant information on a single page.",View Sales Dashboard,300000234443318,ZBS_VIEW_SALES_DASHBOARD_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of opportunity from Digital Sales.,View Opportunity from Digital Sales,300000227943190,MOO_VIEW_DIGITAL_SALES_OPPORTUNITY_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows user to initiate the award distribution process that will match the costs and quantities provided to available award funding patterns to distribute.,Distribute Award Project Costs and Quantities,300000234443295,PJC_DISTRIBUTE_AWARD_PROJECT_COSTS_AND_QUANTITIES_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of similar records identified by Sales Intelligence feature,View Similar Records,300000263348048,ZCA_VIEW_SIMILAR_RECORDS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of similar accounts,View Similar Accounts,300000239588118,ZCA_VIEW_SIMILAR_ACCOUNTS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of sales lead from Digital Sales.,View Sales Lead from Digital Sales,300000227943193,MKL_VIEW_DIGITAL_SALES_SALES_LEAD_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allow viewing of Activity from Digital Sales.,View Activity from Digital Sales,300000227943224,ZMM_VIEW_DIGITAL_SALES_ACTIVITY_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allow creating Digital Sales Contact,Create Digital Sales Contact,300000227943227,ZCM_CREATE_DIGITAL_SALES_CONTACT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allow viewing of account from Digital Sales.,View Account from Digital Sales,300000227943197,ZCM_VIEW_DIGITAL_SALES_ACCOUNT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows user to submit supplier spend authorization request by calling supplier REST service.,Submit Supplier Spend Authorization Request,300000239588203,ORA_POZ_SUBMIT_SUPPLIER_SPEND_AUTHORIZATION_REQUEST_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows creating of Digital Sales Opportunity,Create Digital Sales Opportunity,300000227943263,MOO_CREATE_DIGITAL_SALES_OPPORTUNITY_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allow creating Digital Sales Account,Create Digital Sales Account,300000227943202,ZCM_CREATE_DIGITAL_SALES_ACCOUNT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows creating Digital Sales Activity Task,Create Digital Sales Activity Task,300000227943233,ZMM_CREATE_DIGITAL_SALES_ACTIVITY_TASK_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows access to view feed configurations.,Access View Feed Configurations,300000239588148,ORA_ZCA_ACCESS_VIEW_FEED_CONFIGURATIONS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
,Enter Trading Community Person Address,300000139141007,HZ_ENTER_TRADING_COMMUNITY_PERSON_ADDRESS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
"Allows the removal of customer accounts. If assigning, also assign the ability to view the customer account.",Remove Customer Account,300000139141125,HZ_REMOVE_CUSTOMER_ACCOUNT_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows deleting sales party tasks.,Delete Sales Party Task,300000139140919,ZCM_DELETE_SALES_PARTY_TASK_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Print adjustments to transactions.,Submit Print Adjustments Process,300000139140920,AR_SUBMIT_PRINT_ADJUSTMENTS_PROCESS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows updating sales business plans.,Update Sales Business Plan,300000139140987,ZCA_UPDATE_SALES_BUS_PLN_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows edit existing assets,Edit Asset,300000139141031,ZCM_EDIT_ASSET_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows update of intercompany outbound transactions.,Manage Intercompany Transaction (Outbound),300000139141235,FUN_MANAGE_INTERCOMPANY_TRANSACTION_OUTBOUND_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of asset transaction details and accounting entries.,Inquire Fixed Asset Transaction,300000139141102,FA_INQUIRE_FIXED_ASSET_TRANSACTION_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows create new assets,Create Asset,300000139140943,ZCM_CREATE_ASSET_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows viewing of nonrevenue credit assignments. Nonrevenue sales credit is a type of sales credit assigned to non-primary salespeople.,View Opportunity Nonrevenue Credits,300000139141148,MOO_VIEW_OPPORTUNITY_NONREVENUE_CREDITS_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows management of cash advance policies and options for the deploying company.,Manage Cash Advance Policy,300000139141215,EXM_MANAGE_CASH_ADVANCE_POLICY_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
Allows management of depreciation methods to calculate the depreciation for assets as required by reporting standards and tax regulations.,Manage Fixed Asset Depreciation Method,300000139141055,FA_MANAGE_FIXED_ASSET_DEPRECIATION_METHOD_PRIV,0,1970-01-01T00:00:00.000+00:00,2025-03-13T05:01:36.000+00:00
